contract_term_id,contract_id,term_sequence,effective_start_date,effective_end_date,term_length_months,payment_terms_days,overage_policy_type,volume_commitment_type,annual_subscription_fee,implementation_fee,support_tier,support_fee,transaction_fee_per_unit,committed_transaction_volume,ramp_discount_pct,renewal_uplift_pct,price_escalator_pct,termination_for_convenience_flag,price_hold_months,service_level_notes
164,80,1,2024-10-07,2025-10-06,12,90,none,none,425173.8,53027.73,enterprise,82255.42,,,20.11,5.27,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
165,80,2,2025-10-07,2026-10-06,12,60,none,none,440905.23,0.0,enterprise,85298.87,,,0.0,6.94,3.7,false,6,Custom onboarding and SLA language applied for rollout phases
166,80,3,2026-10-07,2027-10-06,12,60,none,none,465901.3,0.0,enterprise,90134.69,,,0.0,4.84,4.68,true,6,Custom onboarding and SLA language applied for rollout phases
167,80,4,2027-10-07,2028-10-06,12,30,none,none,487425.99,0.0,enterprise,94298.92,,,0.0,4.32,4.66,false,6,
168,81,1,2023-10-22,2024-10-21,12,30,per_unit_overage,hard_commit,36093.03,2391.81,standard,2977.23,0.01106,267944,0.0,5.64,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
169,82,1,2025-01-26,2026-01-25,12,30,none,none,36935.8,2362.45,standard,2978.64,0.01244,176066,0.0,3.37,0.0,false,0,
170,83,1,2025-03-31,2026-03-30,12,30,none,none,29264.46,14129.98,standard,2409.05,,,0.0,5.47,0.0,false,0,
171,84,1,2024-03-05,2025-03-04,12,60,none,none,87017.96,9886.3,premium,11656.77,,,2.63,5.94,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
172,84,2,2025-03-05,2026-03-04,12,90,none,none,89471.87,0.0,premium,11985.49,,,0.0,6.09,2.82,false,6,Custom onboarding and SLA language applied for rollout phases
173,85,1,2024-10-18,2025-10-17,12,60,none,none,112575.28,36284.47,premium,15369.89,0.01109,1217450,0.0,4.77,0.0,false,0,
174,86,1,2024-10-01,2025-09-30,12,30,tiered_overage,ramp_commit,63382.39,27118.71,standard,5308.42,0.01125,356343,3.83,5.86,0.0,false,0,
175,86,2,2025-10-01,2026-09-30,12,60,tiered_overage,hard_commit,65600.77,0.0,standard,5494.21,0.01164,370596,0.0,3.72,3.5,false,0,Custom onboarding and SLA language applied for rollout phases
176,87,1,2025-03-21,2026-03-20,12,30,true_up,hard_commit,26584.97,6505.44,standard,2179.34,0.01214,303706,0.0,7.15,0.0,true,12,Custom onboarding and SLA language applied for rollout phases
177,88,1,2025-07-04,2026-07-03,12,90,none,none,602029.5,68468.26,enterprise,115454.96,,,17.54,7.15,0.0,false,0,
178,88,2,2026-07-04,2027-07-03,12,30,none,none,629181.03,0.0,enterprise,120661.98,,,0.0,4.38,4.51,false,0,
179,88,3,2027-07-04,2028-07-03,12,30,none,none,647778.5,0.0,enterprise,124228.53,,,0.0,5.75,3.73,false,0,Custom onboarding and SLA language applied for rollout phases
180,89,1,2025-03-20,2026-03-19,12,45,none,none,517282.58,59394.56,premium,70919.34,,,4.35,5.49,0.0,false,12,
181,89,2,2026-03-20,2027-03-19,12,30,none,none,533990.81,0.0,premium,73210.03,,,0.0,6.16,3.23,false,0,Custom onboarding and SLA language applied for rollout phases
182,90,1,2025-05-07,2026-05-06,12,45,per_unit_overage,hard_commit,967895.57,102484.68,premium,134197.05,0.01134,16280197,5.11,6.72,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
183,90,2,2026-05-07,2027-05-06,12,45,per_unit_overage,hard_commit,994125.54,0.0,premium,137833.79,0.01165,16931404,0.0,7.83,2.71,false,12,Custom onboarding and SLA language applied for rollout phases
184,91,1,2024-11-05,2025-11-04,12,30,none,none,790665.2,83426.3,enterprise,149695.73,,,15.04,5.69,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
185,91,2,2025-11-05,2026-11-04,12,30,none,none,829961.26,0.0,enterprise,157135.61,,,0.0,7.05,4.97,true,0,Custom onboarding and SLA language applied for rollout phases
186,91,3,2026-11-05,2027-11-04,12,45,none,none,846980.33,0.0,enterprise,160357.81,,,0.0,5.74,3.5,true,6,
187,92,1,2024-06-01,2025-05-31,12,30,none,none,20794.32,1884.81,standard,1674.69,,,0.0,7.24,0.0,false,3,
188,93,1,2024-03-08,2025-03-07,12,30,none,none,35911.2,22182.09,enterprise,6834.13,0.01077,1053240,15.86,3.28,0.0,false,0,
189,93,2,2025-03-08,2026-03-07,12,45,none,none,36647.38,0.0,enterprise,6974.23,0.01099,1095369,0.0,3.83,2.05,false,0,
190,93,3,2026-03-08,2027-03-07,12,30,none,soft_commit,39358.66,0.0,enterprise,7490.2,0.0118,1137499,0.0,3.91,4.69,false,0,
191,94,1,2025-12-06,2026-12-05,12,90,none,none,347549.02,26679.83,premium,48464.08,,,20.16,5.93,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
192,94,2,2026-12-06,2027-12-05,12,30,none,none,365691.08,0.0,premium,50993.9,,,0.0,6.72,5.22,false,0,
193,94,3,2027-12-06,2028-12-05,12,30,none,none,382662.07,0.0,premium,53360.43,,,0.0,7.68,4.93,false,0,
194,94,4,2028-12-06,2029-12-05,12,45,none,none,377017.54,0.0,premium,52573.33,,,0.0,4.85,2.75,false,6,Custom onboarding and SLA language applied for rollout phases
195,95,1,2025-07-20,2026-07-19,12,60,tiered_overage,soft_commit,32157.61,2265.38,premium,4306.02,0.01164,83528,0.0,6.86,0.0,true,0,
196,96,1,2025-11-10,2026-11-09,12,30,none,none,294093.31,40827.64,premium,41206.26,,,20.67,6.76,0.0,false,0,
197,96,2,2026-11-10,2027-11-09,12,30,none,none,308121.56,0.0,premium,43171.8,,,0.0,4.31,4.77,false,0,
198,96,3,2027-11-10,2028-11-09,12,30,none,none,321280.19,0.0,premium,45015.49,,,0.0,6.41,4.52,false,0,
199,96,4,2028-11-10,2029-11-09,12,30,none,none,319961.73,0.0,premium,44830.76,,,0.0,6.22,2.85,false,3,
200,97,1,2025-01-14,2026-01-13,12,30,none,none,512165.96,34177.57,premium,69018.29,,,0.0,3.97,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
201,98,1,2023-06-23,2024-06-22,12,60,none,none,343830.38,25199.38,premium,46867.58,,,3.94,5.1,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
202,98,2,2024-06-23,2025-06-22,12,60,none,none,361606.41,0.0,premium,49290.63,,,0.0,4.13,5.17,false,6,Custom onboarding and SLA language applied for rollout phases
203,99,1,2024-08-19,2025-08-18,12,30,none,none,579560.4,63989.94,premium,78882.2,,,3.83,6.25,0.0,false,3,
204,99,2,2025-08-19,2026-08-18,12,30,none,none,596077.87,0.0,premium,81130.34,,,0.0,6.44,2.85,false,12,
205,100,1,2024-08-06,2025-08-05,12,30,none,soft_commit,85545.26,31863.26,standard,7302.82,0.01197,826882,18.73,4.24,0.0,false,0,
206,100,2,2025-08-06,2026-08-05,12,30,none,none,88667.66,0.0,standard,7569.37,0.01241,859957,0.0,5.41,3.65,false,0,
207,100,3,2026-08-06,2027-08-05,12,60,none,none,93203.14,0.0,standard,7956.56,0.01304,893032,0.0,4.59,4.38,false,0,
208,100,4,2027-08-06,2028-08-05,12,30,none,none,97173.63,0.0,standard,8295.51,0.0136,926107,0.0,4.9,4.34,false,0,
209,100,5,2028-08-06,2029-08-05,12,30,none,none,103901.6,0.0,standard,8869.86,0.01454,959183,0.0,3.15,4.98,false,0,
210,101,1,2024-08-27,2025-08-26,12,30,none,none,73301.63,19782.89,premium,10030.57,,,15.29,6.63,0.0,false,0,
211,101,2,2025-08-27,2026-08-26,12,30,none,none,75867.19,0.0,premium,10381.64,,,0.0,3.09,3.5,false,0,
212,101,3,2026-08-27,2027-08-26,12,30,none,none,80753.49,0.0,premium,11050.28,,,0.0,3.74,4.96,false,0,
213,102,1,2026-01-19,2027-01-18,12,30,none,none,41070.46,2500.31,standard,3331.04,,,1.26,6.05,0.0,false,3,
214,102,2,2027-01-19,2028-01-18,12,30,none,none,42672.21,0.0,standard,3460.95,,,0.0,6.9,3.9,false,0,
215,103,1,2023-08-19,2024-08-18,12,45,none,none,19431.84,5846.89,standard,1611.18,,,9.42,4.3,0.0,false,0,
216,103,2,2024-08-19,2025-08-18,12,45,none,none,20003.14,0.0,standard,1658.55,,,0.0,5.84,2.94,false,0,
217,103,3,2025-08-19,2026-08-18,12,30,none,none,20755.58,0.0,standard,1720.94,,,0.0,6.92,3.35,false,0,
218,104,1,2025-09-24,2026-09-23,12,45,none,none,101823.26,11010.99,premium,13937.44,,,14.34,5.91,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
219,104,2,2026-09-24,2027-09-23,12,30,none,none,105774.0,0.0,premium,14478.21,,,0.0,5.86,3.88,false,3,Custom onboarding and SLA language applied for rollout phases
220,104,3,2027-09-24,2028-09-23,12,90,none,none,108108.22,0.0,premium,14797.72,,,0.0,5.37,3.04,false,0,Custom onboarding and SLA language applied for rollout phases
221,105,1,2024-07-10,2025-07-09,12,45,tiered_overage,soft_commit,163922.85,87546.1,premium,22694.63,0.01157,1077503,5.01,5.16,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
222,105,2,2025-07-10,2026-07-09,12,30,tiered_overage,soft_commit,168430.73,0.0,premium,23318.73,0.01189,1120603,0.0,6.25,2.75,true,0,Custom onboarding and SLA language applied for rollout phases
223,106,1,2025-08-06,2026-08-05,12,30,none,none,62204.05,26954.01,enterprise,11748.0,,,13.95,6.99,0.0,false,0,
224,106,2,2026-08-06,2027-08-05,12,30,none,none,65028.11,0.0,enterprise,12281.36,,,0.0,6.33,4.54,false,0,
225,106,3,2027-08-06,2028-08-05,12,30,none,none,66043.54,0.0,enterprise,12473.14,,,0.0,5.92,3.04,false,0,
226,107,1,2024-07-07,2025-07-06,12,45,per_unit_overage,soft_commit,88302.55,8673.73,enterprise,16483.15,0.01223,1144321,0.0,7.23,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
227,108,1,2025-11-17,2026-11-16,12,30,per_unit_overage,hard_commit,92974.52,32056.74,premium,12494.68,0.01052,660033,0.0,7.92,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
228,109,1,2023-12-08,2024-12-07,12,30,true_up,soft_commit,42224.18,23161.36,premium,5708.39,0.01011,1011315,0.0,5.65,0.0,false,12,
229,110,1,2025-03-18,2026-03-17,12,30,none,none,103488.58,10942.86,premium,13998.81,,,0.0,5.48,0.0,false,0,
230,111,1,2025-04-19,2026-04-18,12,30,none,none,52127.63,8015.03,enterprise,9817.32,,,12.92,6.65,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
231,111,2,2026-04-19,2027-04-18,12,30,none,none,53691.46,0.0,enterprise,10111.84,,,0.0,6.04,3.0,false,6,Custom onboarding and SLA language applied for rollout phases
232,111,3,2027-04-19,2028-04-18,12,30,none,none,55581.75,0.0,enterprise,10467.84,,,0.0,7.16,3.26,false,12,Custom onboarding and SLA language applied for rollout phases
233,112,1,2025-01-27,2026-01-26,12,30,none,none,24216.11,13632.83,standard,2080.44,,,19.55,6.54,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
234,112,2,2026-01-27,2027-01-26,12,45,none,none,25518.94,0.0,standard,2192.37,,,0.0,3.81,5.38,false,0,Custom onboarding and SLA language applied for rollout phases
235,112,3,2027-01-27,2028-01-26,12,45,none,none,25690.87,0.0,standard,2207.14,,,0.0,7.84,3.0,false,0,Custom onboarding and SLA language applied for rollout phases
236,113,1,2023-05-16,2024-05-15,12,30,none,none,13409.11,1671.25,enterprise,2458.79,,,0.0,3.95,0.0,false,0,
237,114,1,2023-08-14,2024-08-13,12,30,none,none,73174.41,9072.88,standard,6005.53,,,0.0,7.04,0.0,false,0,
238,115,1,2023-04-22,2024-04-21,12,45,none,none,34397.96,2350.64,premium,4634.94,0.01072,362263,3.08,6.2,0.0,false,0,
239,115,2,2024-04-22,2025-04-21,12,30,none,none,35849.55,0.0,premium,4830.53,0.01117,376753,0.0,3.83,4.22,false,0,
240,116,1,2025-05-17,2026-05-16,12,90,none,none,155197.81,14334.23,enterprise,29598.2,,,4.67,3.88,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
241,116,2,2026-05-17,2027-05-16,12,30,none,none,162321.39,0.0,enterprise,30956.76,,,0.0,7.71,4.59,true,6,Custom onboarding and SLA language applied for rollout phases
242,117,1,2024-08-13,2025-08-12,12,30,hard_cap,hard_commit,283619.29,22467.02,premium,39370.3,0.01006,2131877,18.28,7.81,0.0,true,6,
243,117,2,2025-08-13,2026-08-12,12,90,true_up,soft_commit,291050.12,0.0,premium,40401.8,0.01032,2217152,0.0,5.44,2.62,true,12,Custom onboarding and SLA language applied for rollout phases
244,117,3,2026-08-13,2027-08-12,12,45,per_unit_overage,hard_commit,305230.73,0.0,premium,42370.27,0.01083,2302427,0.0,7.33,3.74,false,3,Custom onboarding and SLA language applied for rollout phases
245,117,4,2027-08-13,2028-08-12,12,45,tiered_overage,soft_commit,315366.12,0.0,premium,43777.2,0.01119,2387702,0.0,4.77,3.6,false,0,Custom onboarding and SLA language applied for rollout phases
246,117,5,2028-08-13,2029-08-12,12,30,hard_cap,soft_commit,319216.01,0.0,premium,44311.62,0.01132,2472977,0.0,6.98,3.0,true,6,Custom onboarding and SLA language applied for rollout phases
247,118,1,2025-01-19,2026-01-18,12,30,none,none,85034.39,30932.84,enterprise,15953.8,0.0112,1187682,3.51,5.97,0.0,false,0,
248,118,2,2026-01-19,2027-01-18,12,30,none,none,87900.05,0.0,enterprise,16491.44,0.01158,1235189,0.0,5.64,3.37,false,0,
249,119,1,2023-10-13,2024-10-12,12,45,none,none,65253.98,27239.26,standard,5414.9,,,3.14,7.12,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
250,119,2,2024-10-13,2025-10-12,12,30,none,none,68307.87,0.0,standard,5668.32,,,0.0,4.87,4.68,false,0,Custom onboarding and SLA language applied for rollout phases
251,120,1,2023-07-07,2024-07-06,12,30,per_unit_overage,none,106982.21,35593.62,standard,9054.59,0.01022,1243214,15.7,3.09,0.0,false,0,
252,120,2,2024-07-07,2025-07-06,12,45,none,none,110619.61,0.0,standard,9362.45,0.01057,1292942,0.0,6.53,3.4,false,0,
253,120,3,2025-07-07,2026-07-06,12,30,none,soft_commit,117207.66,0.0,standard,9920.04,0.0112,1342671,0.0,3.27,4.67,false,0,
254,121,1,2024-06-12,2025-06-11,12,90,none,none,105141.57,34550.53,premium,14240.49,,,0.0,5.74,0.0,false,0,
255,122,1,2024-05-15,2025-05-14,12,30,hard_cap,hard_commit,78380.59,20318.26,premium,10672.2,0.01066,537420,12.29,4.89,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
256,122,2,2025-05-15,2026-05-14,12,60,tiered_overage,soft_commit,82487.73,0.0,premium,11231.42,0.01122,558916,0.0,4.95,5.24,false,12,Custom onboarding and SLA language applied for rollout phases
257,122,3,2026-05-15,2027-05-14,12,45,per_unit_overage,ramp_commit,86711.13,0.0,premium,11806.48,0.01179,580413,0.0,3.63,5.18,false,3,
258,123,1,2023-06-23,2024-06-22,12,30,none,none,21916.3,1935.3,standard,1793.91,,,0.0,6.22,0.0,false,0,
259,124,1,2024-07-17,2025-07-16,12,60,none,none,17014.6,1786.9,standard,1398.3,,,0.0,5.76,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
260,125,1,2023-04-25,2024-04-24,12,30,none,none,18126.33,5699.65,standard,1493.74,,,2.6,4.79,0.0,false,0,
261,125,2,2024-04-25,2025-04-24,12,30,none,none,18699.12,0.0,standard,1540.94,,,0.0,3.28,3.16,false,0,
262,126,1,2023-06-19,2024-06-18,12,30,none,none,140034.57,25503.82,premium,19173.92,,,4.26,4.59,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
263,126,2,2024-06-19,2025-06-18,12,90,none,none,144067.57,0.0,premium,19726.13,,,0.0,7.66,2.88,true,6,Custom onboarding and SLA language applied for rollout phases
264,127,1,2025-06-26,2026-06-25,12,90,tiered_overage,soft_commit,481296.41,32784.78,premium,65172.03,0.01179,3074748,3.46,5.48,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
265,127,2,2026-06-26,2027-06-25,12,30,true_up,soft_commit,498334.3,0.0,premium,67479.12,0.01221,3197737,0.0,7.39,3.54,true,0,Custom onboarding and SLA language applied for rollout phases
266,128,1,2023-04-02,2024-04-01,12,30,true_up,hard_commit,910008.2,303492.99,enterprise,174691.69,0.00993,13148806,5.1,7.17,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
267,128,2,2024-04-02,2025-04-01,12,60,per_unit_overage,hard_commit,939856.47,0.0,enterprise,180421.58,0.01026,13674758,0.0,4.72,3.28,false,0,
268,129,1,2024-06-01,2025-05-31,12,45,none,none,63276.13,3232.9,premium,8452.9,,,2.4,3.55,0.0,false,0,
269,129,2,2025-06-01,2026-05-31,12,30,none,none,64990.91,0.0,premium,8681.97,,,0.0,4.29,2.71,false,0,
270,130,1,2025-08-11,2026-08-10,12,30,none,none,36673.89,7134.21,premium,5025.27,,,14.49,7.14,0.0,false,0,
271,130,2,2026-08-11,2027-08-10,12,30,none,none,38096.84,0.0,premium,5220.25,,,0.0,7.16,3.88,false,0,
272,130,3,2027-08-11,2028-08-10,12,30,none,none,38643.36,0.0,premium,5295.14,,,0.0,4.99,2.65,false,3,
273,131,1,2024-12-04,2025-12-03,12,30,none,none,717525.56,76518.96,premium,97888.08,,,0.0,7.18,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
274,132,1,2025-10-30,2026-10-29,12,45,per_unit_overage,hard_commit,1113112.43,110290.3,premium,151154.4,0.00986,7424614,0.0,7.23,0.0,true,6,
275,133,1,2023-04-10,2024-04-09,12,60,true_up,hard_commit,945069.06,97571.63,premium,129447.79,0.00891,17216907,0.0,3.78,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
276,134,1,2023-07-15,2024-07-14,12,60,tiered_overage,ramp_commit,2101573.92,216463.79,premium,296401.16,0.0091,15721779,22.32,3.81,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
277,134,2,2024-07-15,2025-07-14,12,60,true_up,ramp_commit,2168193.81,0.0,premium,305797.08,0.00939,16350650,0.0,4.14,3.17,false,6,Custom onboarding and SLA language applied for rollout phases
278,134,3,2025-07-15,2026-07-14,12,30,tiered_overage,ramp_commit,2238226.66,0.0,premium,315674.35,0.00969,16979521,0.0,5.36,3.2,false,0,Custom onboarding and SLA language applied for rollout phases
279,134,4,2026-07-15,2027-07-14,12,45,hard_cap,hard_commit,2343586.24,0.0,premium,330534.02,0.01015,17608392,0.0,4.75,3.7,true,12,Custom onboarding and SLA language applied for rollout phases
280,134,5,2027-07-15,2028-07-14,12,30,per_unit_overage,hard_commit,2398582.57,0.0,premium,338290.58,0.01039,18237263,0.0,6.81,3.36,true,12,Custom onboarding and SLA language applied for rollout phases
281,135,1,2024-09-18,2025-09-17,12,60,tiered_overage,ramp_commit,603845.64,146444.86,standard,51566.95,0.01042,6334510,17.97,7.99,0.0,true,6,
282,135,2,2025-09-18,2026-09-17,12,45,hard_cap,hard_commit,631924.46,0.0,standard,53964.81,0.0109,6587890,0.0,4.7,4.65,true,6,Custom onboarding and SLA language applied for rollout phases
283,135,3,2026-09-18,2027-09-17,12,60,true_up,hard_commit,634662.93,0.0,standard,54198.67,0.01095,6841270,0.0,7.48,2.52,true,0,Custom onboarding and SLA language applied for rollout phases
284,135,4,2027-09-18,2028-09-17,12,30,per_unit_overage,hard_commit,665620.82,0.0,standard,56842.4,0.01149,7094651,0.0,6.33,3.3,false,6,
285,136,1,2023-07-08,2024-07-07,12,30,per_unit_overage,hard_commit,305244.47,39593.54,premium,41377.46,0.01131,3757252,0.0,5.88,0.0,false,12,
286,137,1,2023-01-28,2024-01-27,12,45,tiered_overage,soft_commit,1585829.97,516009.68,enterprise,308640.47,0.01126,17857203,21.42,6.17,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
287,137,2,2024-01-28,2025-01-27,12,60,true_up,hard_commit,1669878.96,0.0,enterprise,324998.41,0.01186,18571491,0.0,7.65,5.3,false,0,
288,137,3,2025-01-28,2026-01-27,12,30,per_unit_overage,hard_commit,1756713.06,0.0,enterprise,341898.41,0.01247,19285779,0.0,6.91,5.25,true,12,
289,138,1,2023-11-25,2024-11-24,12,30,none,none,28304.44,2108.75,standard,2284.08,0.01129,77352,0.0,6.99,0.0,false,0,
290,139,1,2025-02-27,2026-02-26,12,60,tiered_overage,ramp_commit,53948.36,25765.67,standard,4606.52,0.01103,1143741,5.16,6.88,0.0,false,0,
291,139,2,2026-02-27,2027-02-26,12,90,true_up,hard_commit,55982.21,0.0,standard,4780.19,0.01145,1189490,0.0,6.71,3.77,false,12,Custom onboarding and SLA language applied for rollout phases
292,140,1,2024-01-17,2025-01-16,12,30,none,none,22940.26,6077.77,premium,2994.01,,,0.0,4.87,0.0,false,0,
293,141,1,2024-08-06,2025-08-05,12,30,none,none,76624.9,9304.76,standard,6317.04,0.01099,257298,0.0,6.92,0.0,false,0,
294,142,1,2024-06-01,2025-05-31,12,30,none,none,81743.72,3823.28,standard,6733.34,,,0.0,6.81,0.0,false,0,
295,143,1,2023-07-06,2024-07-05,12,60,none,none,736451.21,50681.93,enterprise,141757.6,,,5.28,7.48,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
296,143,2,2024-07-06,2025-07-05,12,60,none,none,756924.55,0.0,enterprise,145698.46,,,0.0,6.78,2.78,false,0,
297,144,1,2023-08-05,2024-08-04,12,60,per_unit_overage,hard_commit,1474536.43,147641.55,premium,203468.57,0.0111,15064188,4.79,3.82,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
298,144,2,2024-08-05,2025-08-04,12,30,per_unit_overage,ramp_commit,1543102.37,0.0,premium,212929.86,0.01162,15666755,0.0,5.95,4.65,true,0,Custom onboarding and SLA language applied for rollout phases
299,145,1,2025-01-16,2026-01-15,12,30,hard_cap,ramp_commit,1390162.56,141983.35,premium,192973.89,0.0092,17000097,5.18,4.19,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
