opportunity_id,opportunity_external_id,account_id,opportunity_name,stage_name,outcome,lifecycle_type,segment,sales_region,close_date,created_date,expected_start_date,contract_length_months,currency_code,estimated_users,annual_transaction_estimate,implementation_complexity,support_tier_requested,competitor_pressure_score,total_quote_amount
153,OPP-00153,56,Ironwood Retail Holdings Net New,Closed Won,won,net_new,strategic,na,2025-09-11,2025-06-28,2025-10-16,36,USD,6680,20003653,high,premium,0.44,4137210.3
154,OPP-00154,56,Ironwood Retail Holdings Net New,Closed Lost,lost,net_new,strategic,na,2023-05-13,2023-02-24,2023-07-18,60,USD,13313,9071521,high,enterprise,0.76,5518184.28
155,OPP-00155,57,Crescent Trade Group Net New,Closed Lost,lost,net_new,smb,na,2024-05-14,2024-01-02,2024-07-27,12,USD,126,,low,standard,0.07,38945.57
156,OPP-00156,57,Crescent Trade Group Net New,Closed Lost,lost,net_new,smb,na,2024-07-14,2024-05-16,2024-09-13,24,USD,42,341088,low,premium,0.6,49919.07
157,OPP-00157,58,Pioneer Global Freight Net New,Closed Lost,lost,net_new,enterprise,apac,2024-10-28,2024-05-02,2024-12-08,24,USD,5155,2780703,high,enterprise,0.34,1862773.58
158,OPP-00158,58,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,apac,2025-06-10,2025-04-20,,36,USD,1530,,medium,standard,0.37,453915.23
159,OPP-00159,58,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,apac,2024-08-28,2024-07-04,,,USD,,1957492,high,enterprise,0.41,
160,OPP-00160,58,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,apac,2024-04-27,2023-12-27,2024-05-14,60,USD,6063,5682949,high,premium,0.34,4867280.64
161,OPP-00161,59,Vector Industrial Net New,Closed Lost,lost,net_new,smb,emea,2025-05-25,2025-01-19,2025-07-09,12,USD,137,83373,medium,standard,0.36,69004.87
162,OPP-00162,59,Vector Industrial Net New,Closed Lost,lost,net_new,smb,emea,2023-07-26,2023-03-09,2023-09-21,12,USD,148,152407,low,premium,0.6,37304.21
163,OPP-00163,60,Northstar Logistics Expansion,Closed Lost,lost,expansion,enterprise,emea,2025-09-16,2025-06-25,2025-10-19,36,USD,,,high,enterprise,0.44,602847.39
164,OPP-00164,60,Northstar Logistics Renewal,Closed Won,won,renewal,enterprise,emea,2025-08-16,2025-07-16,2025-10-17,36,USD,3520,1843677,high,enterprise,0.47,1307677.18
165,OPP-00165,60,Northstar Logistics Renewal,Closed Won,won,renewal,enterprise,emea,2023-02-14,2022-12-29,2023-04-17,12,USD,1226,4079424,medium,enterprise,0.61,180120.02
166,OPP-00166,60,Northstar Logistics Renewal,Closed Won,won,renewal,enterprise,emea,2023-08-04,2023-05-11,2023-09-06,24,USD,4957,3818061,high,enterprise,0.62,1158997.22
167,OPP-00167,61,Harbor Supply Co Net New,Closed Lost,lost,net_new,enterprise,emea,2025-09-06,2025-03-30,2025-10-30,36,USD,3178,6182348,high,premium,0.88,1639696.18
168,OPP-00168,61,Harbor Supply Co Expansion,Closed Lost,lost,expansion,enterprise,emea,2024-10-01,2024-05-18,2024-11-16,24,USD,5369,5215103,high,premium,0.51,1191959.83
169,OPP-00169,61,Harbor Supply Co Net New,Closed Lost,lost,net_new,enterprise,emea,2025-04-30,2024-10-09,2025-05-21,,USD,2130,7589973,high,premium,0.51,
170,OPP-00170,62,Atlas Commerce Partners Net New,Closed Lost,lost,net_new,mid_market,emea,2023-10-11,2023-04-09,2023-11-18,12,USD,575,408654,medium,premium,0.42,130789.15
171,OPP-00171,62,Atlas Commerce Partners Net New,Closed Lost,lost,net_new,mid_market,emea,2024-03-27,2024-01-06,2024-05-16,36,USD,779,1595328,medium,premium,0.54,237594.79
172,OPP-00172,63,Summit Operations Net New,Closed Won,won,net_new,mid_market,na,2023-06-05,2023-01-05,2023-08-02,12,USD,556,285662,medium,premium,0.48,121974.62
173,OPP-00173,63,Summit Operations Net New,Closed Lost,lost,net_new,mid_market,na,2023-01-13,2022-11-22,,48,USD,760,1363337,medium,premium,0.42,
174,OPP-00174,64,Granite Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2025-08-11,2025-03-08,2025-10-09,36,USD,972,7498175,high,enterprise,0.51,
175,OPP-00175,64,Granite Distribution Expansion,Closed Won,won,expansion,enterprise,emea,2025-10-19,2025-08-16,2025-12-06,24,USD,5722,8831661,medium,enterprise,0.4,1652605.96
176,OPP-00176,64,Granite Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2023-07-13,2022-12-15,2023-08-16,48,USD,1710,3296228,medium,enterprise,0.53,982246.02
177,OPP-00177,65,Meridian Cargo Systems Net New,Closed Lost,lost,net_new,smb,na,2023-11-05,2023-08-31,2023-11-26,,USD,57,,low,premium,0.46,37745.26
178,OPP-00178,66,Apex Retail Holdings Renewal,Closed Won,won,renewal,smb,na,2024-09-11,2024-07-27,2024-10-27,12,USD,96,236711,low,standard,0.33,25166.33
179,OPP-00179,66,Apex Retail Holdings Renewal,Closed Won,won,renewal,smb,na,2024-12-14,2024-11-20,2025-01-17,12,USD,31,320625,low,standard,0.15,20570.89
180,OPP-00180,67,Bluewave Trade Group Renewal,Closed Won,won,renewal,smb,emea,2025-08-07,2025-05-10,2025-08-31,12,USD,43,107374,low,premium,0.0,18905.51
181,OPP-00181,67,Bluewave Trade Group Renewal,Closed Won,won,renewal,smb,emea,2023-01-08,2022-10-18,2023-03-02,12,USD,67,364580,low,premium,0.13,40270.82
182,OPP-00182,68,Ironwood Global Freight Expansion,Closed Lost,lost,expansion,mid_market,emea,2025-12-08,2025-09-22,2026-01-26,,USD,1034,2019991,medium,premium,0.46,145936.13
183,OPP-00183,68,Ironwood Global Freight Net New,Closed Lost,lost,net_new,mid_market,emea,2025-01-30,2024-07-30,2025-03-22,24,USD,634,308093,medium,standard,0.39,180283.19
184,OPP-00184,68,Ironwood Global Freight Net New,Closed Lost,lost,net_new,mid_market,emea,2023-06-27,2023-04-14,2023-08-24,12,USD,779,1688536,high,standard,0.62,201390.22
185,OPP-00185,69,Crescent Industrial Net New,Closed Lost,lost,net_new,smb,latam,2023-10-19,2023-03-30,2023-11-14,24,USD,147,162143,low,standard,0.29,64064.46
186,OPP-00186,70,Pioneer Logistics Expansion,Closed Won,won,expansion,strategic,na,2023-12-29,2023-11-20,2024-02-24,48,USD,16097,13150755,high,enterprise,0.34,9622898.84
187,OPP-00187,70,Pioneer Logistics Renewal,Closed Won,won,renewal,strategic,na,2023-06-07,2023-03-24,2023-07-15,36,USD,6857,5660274,high,enterprise,0.4,2106154.32
188,OPP-00188,70,Pioneer Logistics Renewal,Closed Won,won,renewal,strategic,na,2023-07-06,2023-04-09,2023-09-09,36,USD,16323,13811102,high,enterprise,0.52,7350202.69
189,OPP-00189,70,Pioneer Logistics Renewal,Closed Won,won,renewal,strategic,na,2024-02-16,2024-01-07,2024-04-04,24,USD,4886,13063137,high,enterprise,0.38,789773.73
190,OPP-00190,71,Vector Supply Co Expansion,Closed Lost,lost,expansion,enterprise,apac,2023-02-10,2023-01-11,2023-03-12,24,USD,6828,2601424,high,premium,0.82,1621370.18
191,OPP-00191,71,Vector Supply Co Net New,Closed Lost,lost,net_new,enterprise,apac,2024-05-18,2023-11-15,2024-07-27,,USD,,5388928,high,premium,0.71,
192,OPP-00192,71,Vector Supply Co Expansion,Closed Lost,lost,expansion,enterprise,apac,2023-05-16,2023-01-04,2023-06-24,24,USD,6496,1799476,high,standard,0.5,1362348.15
193,OPP-00193,71,Vector Supply Co Expansion,Closed Lost,lost,expansion,enterprise,apac,2023-07-25,2023-04-07,2023-08-22,24,USD,3906,5264140,high,premium,0.62,1463987.35
194,OPP-00194,72,Northstar Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,apac,2025-09-04,2025-06-02,2025-11-11,24,USD,8366,7655140,high,premium,0.75,
195,OPP-00195,72,Northstar Commerce Partners Renewal,Closed Won,won,renewal,strategic,apac,2024-06-26,2024-06-02,2024-09-01,12,USD,7071,13707815,high,enterprise,0.59,992209.15
196,OPP-00196,72,Northstar Commerce Partners Expansion,Closed Won,won,expansion,strategic,apac,2024-01-31,2023-12-08,2024-02-27,60,USD,16046,27052986,high,premium,0.66,11465661.8
197,OPP-00197,72,Northstar Commerce Partners Renewal,Closed Won,won,renewal,strategic,apac,2023-09-05,2023-06-29,2023-10-30,12,USD,16936,11760120,high,premium,0.62,1775049.29
198,OPP-00198,73,Harbor Operations Expansion,Closed Won,won,expansion,smb,na,2024-02-10,2023-09-30,2024-03-22,12,USD,116,407518,low,standard,0.27,46973.64
199,OPP-00199,73,Harbor Operations Renewal,Closed Won,won,renewal,smb,na,2025-05-05,2025-02-11,2025-05-21,12,USD,66,259828,low,standard,0.13,41270.83
200,OPP-00200,74,Atlas Distribution Net New,Closed Lost,lost,net_new,enterprise,na,2025-10-21,2025-07-13,2025-12-13,,USD,4964,7519214,high,premium,0.56,
201,OPP-00201,74,Atlas Distribution Net New,Closed Lost,lost,net_new,enterprise,na,2025-07-15,2025-04-27,2025-08-23,24,USD,3701,,high,premium,0.67,1463305.86
202,OPP-00202,74,Atlas Distribution Net New,Closed Lost,lost,net_new,enterprise,na,2023-12-28,2023-09-21,2024-02-10,36,USD,,1546491,high,enterprise,0.83,476149.77
203,OPP-00203,75,Summit Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,apac,2025-10-20,2025-08-15,2025-11-20,24,USD,442,1432907,medium,standard,0.59,150451.88
204,OPP-00204,75,Summit Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,apac,2025-03-23,2024-12-01,2025-05-02,60,USD,732,511462,medium,premium,0.61,
205,OPP-00205,76,Granite Retail Holdings Renewal,Closed Won,won,renewal,smb,emea,2025-05-20,2025-03-06,2025-06-28,12,USD,83,97541,low,premium,0.07,29380.72
206,OPP-00206,76,Granite Retail Holdings Net New,Closed Lost,lost,net_new,smb,emea,2024-08-05,2024-02-10,2024-09-11,12,USD,77,248007,low,standard,0.45,22539.51
207,OPP-00207,77,Meridian Trade Group Net New,Closed Lost,lost,net_new,smb,emea,2023-11-29,2023-05-25,,12,USD,104,153030,low,standard,0.55,32684.17
208,OPP-00208,77,Meridian Trade Group Net New,Closed Lost,lost,net_new,smb,emea,2025-03-15,2024-08-26,2025-04-10,24,USD,117,165529,low,premium,0.3,71458.32
209,OPP-00209,78,Apex Global Freight Net New,Closed Won,won,net_new,smb,na,2025-12-16,2025-10-05,2026-02-03,12,USD,94,363244,low,standard,0.26,40133.7
210,OPP-00210,78,Apex Global Freight Net New,Closed Lost,lost,net_new,smb,na,2023-12-28,2023-06-12,,36,USD,87,308940,low,standard,0.4,56234.05
211,OPP-00211,79,Bluewave Industrial Net New,Closed Lost,lost,net_new,enterprise,apac,2025-09-25,2025-04-18,2025-11-22,12,USD,2744,,high,enterprise,0.5,
212,OPP-00212,79,Bluewave Industrial Net New,Closed Lost,lost,net_new,enterprise,apac,2025-03-11,2024-08-28,2025-03-26,24,USD,3735,7294745,high,premium,0.34,1625670.68
213,OPP-00213,79,Bluewave Industrial Net New,Closed Lost,lost,net_new,enterprise,apac,2025-03-23,2024-09-24,,,USD,6293,2940295,high,premium,0.45,752782.92
214,OPP-00214,80,Ironwood Logistics Net New,Closed Lost,lost,net_new,mid_market,apac,2025-03-29,2024-12-31,,12,USD,519,848168,medium,standard,0.51,102676.99
215,OPP-00215,80,Ironwood Logistics Net New,Closed Lost,lost,net_new,mid_market,apac,2024-06-05,2024-04-01,2024-06-21,12,USD,,1041810,medium,premium,0.51,78235.36
216,OPP-00216,81,Crescent Supply Co Renewal,Closed Won,won,renewal,mid_market,latam,2025-01-24,2024-11-09,2025-03-23,48,USD,386,1648291,low,standard,0.34,183621.21
217,OPP-00217,81,Crescent Supply Co Expansion,Closed Lost,lost,expansion,mid_market,latam,2025-10-24,2025-09-06,,48,USD,859,1221136,low,premium,0.57,472093.56
218,OPP-00218,81,Crescent Supply Co Net New,Closed Lost,lost,net_new,mid_market,latam,2024-09-23,2024-03-13,2024-10-22,24,USD,717,1195530,medium,standard,0.4,191991.59
219,OPP-00219,82,Pioneer Commerce Partners Net New,Closed Lost,lost,net_new,enterprise,na,2023-06-15,2022-12-23,2023-08-12,24,USD,4972,2654747,high,enterprise,0.74,1417201.25
220,OPP-00220,82,Pioneer Commerce Partners Net New,Closed Lost,lost,net_new,enterprise,na,2024-09-16,2024-03-22,2024-10-23,12,USD,4721,5612077,high,enterprise,0.71,912512.58
221,OPP-00221,82,Pioneer Commerce Partners Net New,Closed Lost,lost,net_new,enterprise,na,2023-10-17,2023-05-29,2023-12-06,36,USD,3792,6238824,high,enterprise,0.59,1588459.58
222,OPP-00222,83,Vector Operations Net New,Closed Lost,lost,net_new,mid_market,emea,2025-07-18,2025-01-09,2025-08-09,48,USD,610,1076894,medium,standard,0.52,343657.9
223,OPP-00223,83,Vector Operations Renewal,Closed Won,won,renewal,mid_market,emea,2025-06-17,2025-04-04,2025-07-12,24,USD,343,1776851,medium,standard,0.19,158387.68
224,OPP-00224,84,Northstar Distribution Expansion,Closed Lost,lost,expansion,enterprise,na,2025-09-12,2025-06-23,,48,USD,1227,6535557,high,enterprise,0.67,1252860.87
225,OPP-00225,84,Northstar Distribution Net New,Closed Lost,lost,net_new,enterprise,na,2025-09-19,2025-06-24,2025-10-29,24,USD,1271,3268137,high,enterprise,0.81,453798.66
226,OPP-00226,84,Northstar Distribution Renewal,Closed Won,won,renewal,enterprise,na,2024-08-27,2024-07-19,2024-10-07,48,USD,4184,4864690,high,enterprise,0.72,2080228.49
227,OPP-00227,85,Harbor Cargo Systems Expansion,Closed Lost,lost,expansion,smb,emea,2023-07-15,2023-03-07,2023-08-02,,USD,131,479414,low,standard,0.4,44999.79
228,OPP-00228,85,Harbor Cargo Systems Renewal,Closed Won,won,renewal,smb,emea,2023-08-19,2023-05-24,2023-10-22,12,USD,100,285294,low,standard,0.24,44203.99
229,OPP-00229,85,Harbor Cargo Systems Expansion,Closed Lost,lost,expansion,smb,emea,2024-01-02,2023-09-02,,12,USD,117,489131,low,standard,0.24,
230,OPP-00230,86,Atlas Retail Holdings Renewal,Closed Won,won,renewal,smb,emea,2024-12-20,2024-10-14,2025-01-26,12,USD,159,205254,low,standard,0.0,44420.52
231,OPP-00231,86,Atlas Retail Holdings Expansion,Closed Won,won,expansion,smb,emea,2025-02-27,2024-11-12,2025-03-31,12,USD,38,111888,medium,standard,0.56,45796.03
232,OPP-00232,87,Summit Trade Group Net New,Closed Lost,lost,net_new,mid_market,na,2025-11-06,2025-05-04,2026-01-03,,USD,454,1778748,medium,standard,0.41,78035.44
233,OPP-00233,87,Summit Trade Group Renewal,Closed Won,won,renewal,mid_market,na,2024-01-11,2023-12-04,2024-03-05,24,USD,673,508068,medium,premium,0.22,207160.06
234,OPP-00234,87,Summit Trade Group Net New,Closed Won,won,net_new,mid_market,na,2024-09-20,2024-05-22,2024-10-18,12,USD,891,1297627,medium,premium,0.31,176189.44
235,OPP-00235,88,Granite Global Freight Net New,Closed Lost,lost,net_new,mid_market,na,2025-12-09,2025-09-24,2026-01-09,24,USD,203,437343,medium,enterprise,0.4,
236,OPP-00236,88,Granite Global Freight Net New,Closed Won,won,net_new,mid_market,na,2024-08-24,2024-05-13,2024-10-01,24,USD,389,379275,medium,standard,0.46,171646.18
237,OPP-00237,89,Meridian Industrial Expansion,Closed Lost,lost,expansion,smb,apac,2023-12-16,2023-09-29,2024-02-25,12,USD,,158068,low,standard,0.63,35990.74
238,OPP-00238,89,Meridian Industrial Net New,Closed Lost,lost,net_new,smb,apac,2023-12-05,2023-06-11,,,USD,112,255146,medium,standard,0.44,52502.15
239,OPP-00239,90,Apex Logistics Net New,Closed Won,won,net_new,smb,apac,2025-02-10,2024-10-25,2025-03-21,12,USD,100,351690,low,standard,0.25,38738.38
240,OPP-00240,91,Bluewave Supply Co Net New,Closed Lost,lost,net_new,strategic,na,2025-10-05,2025-04-16,2025-12-12,,USD,,8441683,high,premium,0.62,1264676.99
241,OPP-00241,91,Bluewave Supply Co Expansion,Closed Lost,lost,expansion,strategic,na,2023-08-29,2023-07-24,2023-09-16,24,USD,14599,23041085,high,premium,0.84,
242,OPP-00242,91,Bluewave Supply Co Renewal,Closed Won,won,renewal,strategic,na,2025-04-25,2025-02-10,2025-07-04,36,USD,8795,12219417,high,enterprise,0.52,2218584.4
243,OPP-00243,91,Bluewave Supply Co Expansion,Closed Lost,lost,expansion,strategic,na,2023-06-17,2023-05-14,2023-08-14,48,USD,11411,9521528,high,enterprise,0.87,4508564.89
244,OPP-00244,92,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,strategic,na,2025-03-04,2025-01-06,2025-03-20,24,USD,7164,19620533,high,premium,0.35,1234991.24
245,OPP-00245,92,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,strategic,na,2025-03-19,2025-02-12,2025-05-07,24,USD,10263,17358403,high,premium,0.59,2623922.08
246,OPP-00246,92,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,strategic,na,2024-09-23,2024-07-27,2024-11-05,36,USD,6996,16240210,high,enterprise,0.24,2902077.47
247,OPP-00247,92,Ironwood Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,na,2025-06-04,2025-01-25,2025-08-06,,USD,15522,17622850,high,enterprise,0.52,3439241.07
248,OPP-00248,93,Crescent Operations Renewal,Closed Won,won,renewal,smb,emea,2024-05-17,2024-03-09,2024-06-01,12,USD,41,247769,low,standard,0.01,24352.6
249,OPP-00249,93,Crescent Operations Expansion,Closed Lost,lost,expansion,smb,emea,2023-08-26,2023-05-07,2023-10-11,,USD,158,424403,low,standard,0.14,25720.48
250,OPP-00250,94,Pioneer Distribution Net New,Closed Lost,lost,net_new,smb,apac,2025-10-12,2025-08-04,2025-11-14,,USD,67,121804,medium,premium,0.33,45126.74
251,OPP-00251,95,Vector Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,emea,2024-10-25,2024-07-14,2024-12-21,12,USD,370,274298,high,premium,0.41,110222.23
252,OPP-00252,95,Vector Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,emea,2025-05-13,2024-10-15,2025-07-17,24,USD,472,497776,medium,premium,0.43,173390.4
253,OPP-00253,95,Vector Cargo Systems Net New,Closed Won,won,net_new,mid_market,emea,2024-01-04,2023-09-18,2024-03-08,36,USD,166,1233248,medium,enterprise,0.25,180218.62
254,OPP-00254,96,Northstar Retail Holdings Expansion,Closed Lost,lost,expansion,enterprise,emea,2023-03-13,2023-01-13,2023-04-15,36,USD,4095,1525282,high,standard,0.74,1596494.97
255,OPP-00255,96,Northstar Retail Holdings Expansion,Closed Lost,lost,expansion,enterprise,emea,2023-08-29,2023-07-28,2023-11-03,36,USD,4276,4816395,high,premium,0.41,
256,OPP-00256,96,Northstar Retail Holdings Renewal,Closed Won,won,renewal,enterprise,emea,2025-10-08,2025-09-01,2025-12-06,48,USD,4406,5140503,medium,premium,0.5,1609289.27
257,OPP-00257,97,Harbor Trade Group Net New,Closed Lost,lost,net_new,enterprise,na,2024-04-29,2023-11-26,2024-05-18,24,USD,2437,7573325,high,enterprise,0.53,861704.21
258,OPP-00258,97,Harbor Trade Group Expansion,Closed Lost,lost,expansion,enterprise,na,2025-01-21,2024-09-23,2025-03-05,48,USD,3256,7245470,high,premium,0.88,2078016.42
259,OPP-00259,97,Harbor Trade Group Expansion,Closed Lost,lost,expansion,enterprise,na,2025-08-14,2025-06-23,2025-10-23,48,USD,4831,5174867,medium,premium,0.51,
260,OPP-00260,97,Harbor Trade Group Net New,Closed Lost,lost,net_new,enterprise,na,2025-06-19,2025-04-09,2025-08-07,12,USD,3399,4858607,high,enterprise,0.64,367107.61
261,OPP-00261,98,Atlas Global Freight Net New,Closed Lost,lost,net_new,enterprise,apac,2023-04-25,2023-02-08,,12,USD,1322,4754356,high,enterprise,0.34,
262,OPP-00262,98,Atlas Global Freight Net New,Closed Lost,lost,net_new,enterprise,apac,2023-03-24,2022-09-24,2023-05-10,24,USD,3290,5217175,high,premium,0.61,647912.28
263,OPP-00263,98,Atlas Global Freight Net New,Closed Lost,lost,net_new,enterprise,apac,2025-10-11,2025-04-03,2025-12-05,48,USD,2694,3982341,high,premium,0.9,1584146.33
264,OPP-00264,99,Summit Industrial Expansion,Closed Lost,lost,expansion,smb,na,2023-09-28,2023-05-23,,12,USD,,220411,low,standard,0.46,35452.77
265,OPP-00265,99,Summit Industrial Renewal,Closed Won,won,renewal,smb,na,2025-06-22,2025-05-26,2025-07-20,12,USD,16,103793,low,premium,0.31,39619.82
266,OPP-00266,99,Summit Industrial Renewal,Closed Won,won,renewal,smb,na,2023-04-20,2023-02-04,2023-05-14,48,USD,68,330467,low,standard,0.22,92939.87
267,OPP-00267,100,Granite Logistics Net New,Closed Lost,lost,net_new,smb,latam,2024-10-22,2024-04-21,2025-01-05,,USD,125,118831,low,standard,0.14,
268,OPP-00268,101,Meridian Supply Co Net New,Closed Lost,lost,net_new,smb,latam,2024-02-25,2023-09-27,2024-04-10,12,USD,88,356805,low,standard,0.14,29486.99
269,OPP-00269,101,Meridian Supply Co Net New,Closed Lost,lost,net_new,smb,latam,2025-06-21,2025-02-17,2025-08-25,,USD,36,146444,medium,standard,0.6,47155.25
270,OPP-00270,102,Apex Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,emea,2025-07-11,2025-03-18,2025-08-01,36,USD,10484,9777856,high,premium,0.85,5919601.56
271,OPP-00271,102,Apex Commerce Partners Net New,Closed Lost,lost,net_new,strategic,emea,2023-05-22,2023-02-02,2023-07-24,24,USD,13479,10160241,high,premium,0.78,2321679.46
272,OPP-00272,102,Apex Commerce Partners Net New,Closed Lost,lost,net_new,strategic,emea,2023-02-09,2022-09-14,2023-03-26,12,USD,15109,23157555,high,enterprise,0.6,2251702.96
273,OPP-00273,103,Bluewave Operations Net New,Closed Lost,lost,net_new,enterprise,na,2025-10-05,2025-05-18,,36,USD,3823,,high,premium,0.84,1467466.83
274,OPP-00274,103,Bluewave Operations Net New,Closed Lost,lost,net_new,enterprise,na,2024-02-13,2023-10-20,,36,USD,5412,6022576,high,premium,0.51,
275,OPP-00275,103,Bluewave Operations Net New,Closed Lost,lost,net_new,enterprise,na,2025-08-12,2025-06-01,,24,USD,1034,7552225,high,enterprise,0.59,561789.34
276,OPP-00276,104,Ironwood Distribution Net New,Closed Lost,lost,net_new,smb,apac,2025-09-09,2025-04-20,2025-11-17,12,USD,,276627,low,standard,0.26,33670.36
